Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
1368,Ravenclaw,Fernando,Champion,2001-02-03,Right,30828.0,-260.12742820179767,3.6345504289217967,2.601274282017977,6.223,466.18355969661246,598.5308353849338,3.5203691421314214,1056.4014528384776,8.141812646294769,0.3330389318570643,-232.16003,27.73
1031,Hufflepuff,Duncan,Ellington,2000-09-07,Left,57854.0,516.7885592937241,4.787600552508088,-5.1678855929372425,5.276,-531.7085355491777,340.65908405482054,4.125654681018172,1063.0138318887314,2.167981421250681,0.9079971131030125,-245.82733,-46.2
720,Gryffindor,John,Coombs,1998-06-12,Left,67762.0,460.9915652623603,-3.1064160703650563,-4.609915652623603,7.117999999999999,-355.00277071294227,619.6847188573032,-6.1924523849326025,950.7265725336606,-0.4925017493514852,0.6370680453861342,-250.56286,180.11
893,Slytherin,Shirley,Jennings,1997-08-10,Right,57189.0,-472.845686993026,-2.458483989658797,4.72845686993026,-4.289,-473.0548114000517,420.26103216448297,1.028204349046958,1053.930634806041,6.223583506416228,0.5199912160772076,-249.47592000000003,-20.57
1322,Hufflepuff,Jennie,Easterling,2000-06-14,Left,45652.0,557.6328864169622,6.090393260119151,-5.576328864169621,4.226,-509.2510537928784,,7.360327700471767,1043.9224361497018,7.192102587630577,0.2322922623716308,-243.7039,-2.11
672,Slytherin,Kellie,Fritz,1998-10-06,Right,53395.0,-343.0977978015072,-5.1487392895245945,3.4309779780150715,-6.393,-353.619315283786,450.7896991195372,2.8694360852473,1049.6197726058592,10.710599833681655,0.2773780375284912,-252.33416,-23.7
1245,Hufflepuff,Eve,Kelsey,1996-11-17,Left,70696.0,254.5679146689453,2.14496964853148,-2.5456791466894533,3.5810000000000004,-686.2097723511922,399.2261134252395,6.45162652930141,1074.953604457726,7.343701129523331,2.1819364690604006,-245.84529,-79.97
493,Slytherin,Gregorio,Rouse,1998-03-01,Right,61754.0,-623.0867664098329,-1.8909176047754888,6.230867664098329,-5.428,-730.9090622296925,,4.2553015532395335,1048.7071420978862,5.306514820739412,-1.759483168553742,-249.70725,-77.86
654,Ravenclaw,Brianna,Shaw,2001-05-20,Right,10162.0,-573.2050160678667,3.5012559207605345,5.732050160678668,,461.932686303456,558.7690436097363,3.2935932280320634,1063.8225551635385,8.394131648071294,-1.3518647858661288,-230.90832000000003,30.52
199,Slytherin,Lacy,Mcgowan,1998-01-15,Right,16697.0,-604.2535200802579,-3.3465421004709817,6.042535200802579,-4.936,-415.4256160551609,430.2352909227532,4.523608767613091,1047.57732961767,11.389266285479364,0.5220276886302291,-245.75565,-2.64
607,Ravenclaw,Jolene,Bouchard,2001-02-24,Right,71311.0,-497.5708770589295,7.177095283319561,4.975708770589295,4.735,229.37833695667985,601.3016044680871,5.037385996015146,1013.5639765239616,3.810551090573672,1.7296297999451802,-232.20035,19.77
1329,Gryffindor,Terry,Guillory,1998-08-02,Left,56742.0,628.3662708564927,-6.135076187737745,-6.283662708564927,3.67,-405.3920700448458,592.9770505302496,-3.352329965631188,947.1935145400276,4.258818294944042,-0.0370190441341481,-255.42444,163.21
906,Hufflepuff,Rafaela,Wilkins,1997-11-04,Right,38711.0,627.6726416763871,9.21418938494727,-6.276726416763871,1.984,-454.60519958705527,336.91673473968103,7.623425660865378,1037.4268926761697,4.914658994141844,-0.4287250106984071,-244.59027000000003,7.32
1226,Gryffindor,Dee,Faison,1999-07-15,Left,42253.0,458.3785442598664,-6.6630559872522985,-4.583785442598664,4.5710000000000015,-631.2686930035663,541.425350945355,-3.5464051920793165,949.0769652308884,2.797369175780425,0.2980358981546199,-254.12503,154.27
1591,Slytherin,Darrel,Gleason,1998-09-07,Right,63538.0,-507.7157460880133,-4.997610129401619,5.077157460880133,-5.6370000000000005,-443.78185464917055,386.05851258077575,6.9906027386902,1019.5264530916292,7.696268341907513,0.0492545490341671,-251.06254,-94.84
351,Ravenclaw,Bernardo,Arce,1999-06-27,Right,82681.0,-535.163742064488,3.9829154509380658,5.35163742064488,5.638999999999999,576.0822718759279,607.2877437054501,5.374844957548372,1042.578100925014,4.503203601903501,-0.5122382367523098,-232.25196,-60.48
1128,Slytherin,Wilbert,Cochrane,1997-06-02,Right,62574.0,-481.9858271349269,-5.076204042314799,4.819858271349268,-5.207000000000002,-288.9958054641695,441.27364995110565,5.13458027503945,1015.8103868240796,7.9520662767965105,-0.5451839821483639,-250.505,-55.18
381,Gryffindor,Amelia,Daniels,1999-08-10,Left,50252.0,450.7681080371685,-4.984502791062876,-4.507681080371684,4.276,-814.2161857902672,610.2799707923567,,951.4782451701608,4.141884252852021,-1.3877007515035076,-253.84047,216.17
819,Ravenclaw,Juli,Trujillo,2000-02-18,Right,58803.0,-449.72258411126296,7.056490086208862,4.49722584111263,6.143,580.0831812733862,632.0268527645618,3.608038644357653,1048.6749353231523,5.4374892773871935,1.31416899995524,-229.49254,19.02
983,Ravenclaw,Walker,Baldridge,2001-09-15,Left,30966.0,-220.0793962056789,4.806454180126309,2.200793962056789,6.652,446.12489124974616,590.0026292750057,3.8433728548011215,1063.2639753827991,8.080243738757357,3.0565457738978123,-231.38192,24.17
1176,Hufflepuff,Elma,Hamlin,1997-10-08,Left,55696.0,496.1828615285049,5.887822552794202,-4.961828615285049,5.118,-590.8899546843993,401.7253781341812,5.0090296101888185,1054.9371448025945,4.927521498260714,0.8401360802240724,-244.09586,-6.84
1004,Slytherin,Jewell,Vail,2000-02-18,Left,67025.0,-484.75528791369766,-10.083581843998422,4.847552879136977,-5.191,-379.5308825438033,376.11180485885,8.71295390013988,1044.9368432676497,10.815487229118569,-0.8435805112455792,-253.16325,-176.72
1083,Hufflepuff,Trudy,Tejeda,2000-01-20,Left,53300.0,457.12979596402,5.735456476857263,-4.5712979596402015,4.182,-627.9412648575948,413.6533637854257,4.110188263532915,1056.8073251317285,5.5749905147348615,-1.2052889696104334,-244.6641,13.37
808,Gryffindor,Herman,Nall,1999-01-26,Left,57610.0,283.7509177245072,-4.370968872274487,-2.837509177245072,5.537000000000001,-611.2357930628903,602.9251435102741,-6.153689557946823,963.467005756491,1.619537308612077,0.5095244244241307,-251.14462000000003,180.77
1085,Gryffindor,Barb,Schulte,1997-11-27,Right,68734.0,678.7937510426831,-2.668276130934694,-6.787937510426831,5.851,-657.3255685802685,629.9832291604862,-5.910240549741559,952.9241201875074,2.4205947534801084,-0.0621184381381503,-253.57815,213.76
240,Hufflepuff,Anton,Bouchard,1997-06-04,Left,41002.0,500.9054165532877,7.433887889603149,-5.009054165532876,4.378,-470.8725793299666,399.9310201456256,2.7037055154047103,1040.667870394583,2.9446756100290954,0.5665889409727437,-243.72801,52.66
432,Hufflepuff,Jerome,Rosenberg,1998-12-14,Left,67734.0,492.403637026018,5.353447564347258,-4.92403637026018,6.492000000000001,-581.3765601336928,435.95286520757486,5.166393686778326,1052.875711359919,4.938398597947186,0.4723139855496096,-243.4791,-17.62
56,Hufflepuff,Kirby,Toscano,1998-11-20,Left,37503.0,655.7822946950319,4.013761055058096,-6.557822946950319,,-565.2083930793641,488.0185114462386,3.697794829572822,1044.3344279084552,8.27520702841892,0.5963720283092984,-243.60572,65.23
73,Hufflepuff,Mellisa,Musgrove,1999-01-26,Left,46240.0,530.227319204472,6.551776365317947,-5.302273192044719,3.148,-576.4826954194305,402.5438609598957,1.516808067912832,1051.9780183059731,3.849727948784812,0.4555014065502934,-246.20151,57.61
1157,Hufflepuff,Sylvia,Kirk,2000-05-10,Left,49586.0,607.822456594139,5.672210816615928,-6.0782245659413885,5.2170000000000005,-489.2266020500783,387.5135920847074,2.865472491704007,1051.382368614111,3.063559969255872,-0.6504769709602701,-245.50112,16.22
886,Slytherin,Max,Grier,1998-10-30,Right,52164.0,-530.1919597909218,-4.110217299121649,5.301919597909219,-6.355,-591.97589217806,361.9309991147921,3.3949897139820986,1067.7545771629048,8.313889761898341,-1.5809948416210269,-251.37092,-72.36
1029,Hufflepuff,Salvador,Bills,2000-07-18,Left,59241.0,337.9486389121504,7.698502068496468,-3.379486389121504,4.816,-637.4277061596969,382.4032448738001,8.475102756183205,1054.460884582363,5.6019866258487285,0.7598506541539957,-241.28357000000003,-46.3
724,Slytherin,Helga,Joiner,1997-09-10,Right,46152.0,-535.7739651873659,-7.003963331258223,5.357739651873659,-3.736,-491.8268528837007,399.4619142905853,8.077243933206734,1041.230837929127,,0.6492821445241067,-248.7712,-111.48
1399,Gryffindor,Lauretta,Hirsch,1998-03-12,Left,44354.0,282.2684577935431,-7.116823409001408,-2.822684577935432,4.095,-573.8183238287834,551.7320793171164,-4.816170884770508,942.2525497442272,1.3716282564305828,-1.1481739092339345,-253.71792,161.83
43,Hufflepuff,Rosanna,Rinaldi,1997-07-22,Right,44741.0,432.5608992333849,3.8529080471086825,-4.325608992333849,2.268,-275.7517474501566,350.30527411138735,,1041.560877849981,6.301946027733197,0.7430643743812463,-245.25254,-64.69
100,Gryffindor,Dianne,Gulley,1997-08-06,Left,32401.0,663.3114579687891,-3.7379586281520014,-6.633114579687891,5.3210000000000015,-355.91334409817483,621.4829544195684,-4.58539579746124,976.9447294813398,6.467256170447585,0.8078199234012003,-250.98496,209.29
1388,Ravenclaw,Lettie,Estrella,1997-12-31,Right,42143.0,-440.534575606877,6.180251848680621,4.405345756068772,5.01,451.0484117292246,539.4581323115779,4.170292632065836,1033.009098154114,3.3375558899345545,-0.8922571082658926,-231.73096,8.39
1155,Gryffindor,Cori,Trask,2000-11-05,Left,42810.0,300.4655394166693,-4.204976874834862,-3.0046553941666927,7.457999999999997,-104.39666221363208,596.0415647890637,-5.30246328088352,969.5196278888892,0.7462587219261541,1.3172836504200944,-247.33091,152.18
101,Hufflepuff,Robbie,Waller,2000-06-10,Left,35880.0,571.7538745192702,6.9627788390350505,-5.7175387451927016,4.667,-527.3920440100405,384.62258254292,4.525148311300644,1045.3806518855465,4.608998704258504,-1.0939695359860364,-243.71814,32.63
631,Ravenclaw,Douglas,Yamamoto,1998-09-06,Right,31926.0,-533.7511005095837,4.698099580431473,5.337511005095837,3.959,448.9909525490543,577.6267712329169,4.097992374175616,1051.474763383652,7.330980555566479,-2.6534512523595803,-231.28464,20.04
107,Gryffindor,Sylvester,Smallwood,1997-03-14,Right,66124.0,153.9488923822856,-6.954602943219923,-1.539488923822856,4.563,-236.09768249562785,573.5525538447382,-4.505731041841491,,-0.0787688118551224,-0.8137008722795482,-252.0244,109.0
1080,Ravenclaw,Ramiro,Bergeron,2000-04-09,Right,65226.0,-185.5585457632492,7.0793515559089455,1.855585457632492,8.304,524.0892224717896,592.3140383820844,5.1559460046381655,1064.1902850021872,5.307126707979154,0.7280698428287768,-230.22412000000003,-30.0
1260,Hufflepuff,Kelsey,Shelley,1998-01-12,Right,44486.0,631.3905367872325,4.437097975367126,-6.313905367872327,3.138,-267.5158029724168,365.67727903227166,4.324503724452772,1037.1034206238396,3.4792273796643247,0.3241219822713114,-247.29347,-0.46
682,Ravenclaw,Noble,Criswell,1997-03-01,Left,51745.0,-535.2110603962194,2.996279391284621,5.352110603962193,5.171,607.3034601423052,598.498108996892,5.70029472588153,1055.2194357577516,7.595966433895907,0.1754770217519526,-231.19143,-40.32
1232,Gryffindor,Darryl,Matthew,2001-01-28,Left,60698.0,470.11887089019166,-5.164334045477509,-4.701188708901916,5.5470000000000015,-132.1994400396955,616.9408247172803,-3.4931193492824524,963.3682646230012,3.2778293052892726,-1.069742383803013,-251.06188,136.32
1093,Hufflepuff,Terri,Spring,1999-02-04,Right,49757.0,367.69095199960736,2.8354184096523087,-3.676909519996074,7.34,-465.8108826443532,473.7168029450325,6.085747061659565,1043.333387377317,7.247453558619819,,-241.35343,-9.93
582,Hufflepuff,Bryce,Epps,1997-11-11,Right,77752.0,135.72156796666093,3.8611054287839166,-1.3572156796666093,4.948,-797.055627034667,436.1159657868672,3.928459956952002,1076.7052038438635,5.49959630816662,0.95185298262464,-243.74762,-43.03
787,Slytherin,Carmella,Brice,2000-10-21,Left,38553.0,-487.41392736056616,-4.154068067861594,4.874139273605662,-4.584,-606.5736681668844,408.5078214157349,5.544340936435132,1053.69037311672,11.13024717905362,-0.8173413584060997,-248.47525,-49.14
1214,Hufflepuff,Donnell,Hammons,2000-10-08,Right,52112.0,441.1676579131198,,-4.411676579131199,3.821,-357.2846336042272,349.5531220461173,-1.5168086175346946,1046.5820191890623,-2.6684852633493987,0.1458450759395166,-246.46714,41.17
128,Slytherin,Wilbur,Burnside,1999-05-24,Right,45982.0,-488.9785079868636,-4.963730079291379,4.889785079868637,,-617.4040268104895,398.49990048810594,5.528243231441679,1059.217553368259,9.617422309157933,-0.5632199018740616,-247.73032,-83.27
425,Gryffindor,Delilah,Cade,2001-03-18,Left,21274.0,786.9513828347423,-4.93204934030035,-7.869513828347423,6.533,-226.24299918946252,564.6225020399143,-3.3963162589976466,941.5808131771378,3.2111026319264666,-0.07707338039319,-251.85291,194.36
1581,Slytherin,Ramon,Crain,2000-05-11,Left,18788.0,-656.7405858147039,-5.019345347654005,6.5674058581470405,-5.95,-638.7465294306393,353.91206818476184,5.4305603902033655,1084.243192409707,12.382600346324129,-0.7920664902299158,-247.90805,-73.55
1318,Slytherin,Luisa,Ritchie,1998-05-25,Right,57874.0,-508.8245939218468,-3.8937956662399262,5.088245939218469,-3.18,-552.4140978589955,413.54249483875503,5.921992790111152,1028.2909137899812,7.743977376097843,-0.4776266764465503,-248.24301,-68.3
1589,Hufflepuff,Dionne,Hynes,2001-06-24,Left,39610.0,708.2022058471167,4.850930827520738,-7.082022058471166,5.66,-504.7778726636993,417.52044821821687,4.56862783001742,1046.345435609537,6.272775856274201,0.2849323745494357,-245.03263,28.7
1595,Gryffindor,Jung,Blank,2001-09-14,Right,49009.0,354.28008607856725,-4.541836795115569,-3.5428008607856727,5.702000000000001,-497.2350661011536,618.2202126417974,-5.231721196761213,964.2198529491516,3.3890862043547583,-0.6499829886185073,-250.39401,185.83
500,Gryffindor,Maryanne,Nix,1999-08-20,Left,47606.0,538.2348569303581,-6.680623970536969,-5.382348569303581,3.391,-550.9617794979654,556.1412936333761,-4.2972599564694045,939.5527837113816,2.600995413706761,-0.0381316930273075,-256.04592,173.15
1560,Ravenclaw,Hubert,Upchurch,1998-07-26,Left,60148.0,-466.1034436177117,4.736440446280644,4.6610344361771165,5.174,729.9511098258272,600.5200064767239,5.4882483226126935,1071.827865501772,7.379565520442088,-0.3481908015097556,-230.63179,-51.3
522,Slytherin,Freddy,Fredrickson,1999-02-24,Right,42390.0,-704.3539538636386,-4.236539957075953,7.043539538636386,-2.053,-784.8337081131209,343.94400609756514,7.2089322031939185,1059.601355821782,8.195699467160253,-0.3850040756214657,-245.62577,-119.79
1436,Slytherin,Sherwood,Cassidy,1997-07-17,Right,69396.0,-489.7690446614045,-6.613031411323978,4.897690446614043,-4.261,-544.8386599649651,377.6503150254075,7.829515063121589,1033.1551153840278,8.453327138292497,-0.5259526641691115,-251.29157,-135.83
371,Hufflepuff,Alfonzo,Lacey,2000-02-07,Right,67963.0,309.0370036338124,6.381638009666908,-3.090370036338124,5.619,-574.1199946314033,430.0873281585602,2.461924846988948,1053.812376888593,2.346002939890657,1.363692950005983,-243.02315,7.54
864,Hufflepuff,Audra,Costello,1997-02-14,Left,49948.0,541.7127717570434,4.107104483071893,-5.417127717570434,5.9460000000000015,-366.75343192989465,407.07801654789023,4.556566872439257,1042.040638991689,3.939189992539269,0.9904564799105828,-244.36753,-8.31
543,Ravenclaw,Cassie,Amundson,2000-07-28,Left,37397.0,-385.2815527844695,5.790335459636303,3.852815527844695,5.658,449.8998349918916,646.4633522953932,5.836995183504432,,10.373792049308712,-0.3632424529861461,-229.26483,35.27
909,Hufflepuff,Manual,Burris,1999-06-17,Right,61452.0,600.1188012312682,1.8583727202292324,-6.0011880123126815,5.209,-443.0688916277251,331.7419593406437,3.89523351255247,1066.9772183539533,2.455849139344607,-0.5495510265908121,-248.49429,-75.63
481,Hufflepuff,Rogelio,Draper,1998-04-11,Right,27677.0,607.6215383618212,4.188706486308817,-6.076215383618213,2.336,-297.5488744977255,353.91400224442214,8.527863134419263,1036.6063189306312,7.561969423312504,0.4058184432722217,-245.69303,-21.8
1517,Hufflepuff,Nadia,Dunbar,1998-05-06,Right,42347.0,479.7794279043548,6.261645099347921,-4.797794279043548,4.183,-407.2804876594377,368.286224203128,5.452091270254169,1041.4655572587978,3.677123699814593,2.782511946400084,-243.81267000000005,-3.17
411,Gryffindor,Tessie,Talbot,2000-06-20,Right,64844.0,239.5845457683503,-4.188551242485802,-2.3958454576835027,,-653.0720304670358,618.7440461453785,-6.161052791802242,969.9783752830868,2.22583587015368,-0.5055707342029225,-250.99011,176.49
1181,Ravenclaw,Lenny,Bentley,1997-06-11,Left,11261.0,-442.5673974058114,4.781307469814959,4.425673974058113,4.288,503.0170397315672,530.37867666754,3.5476276340699817,1064.5561897991693,7.059591341870284,-0.6785293891419512,-231.06727,22.27
997,Hufflepuff,Randall,Suarez,1999-11-26,Right,70008.0,272.07163583393867,4.349899215682891,-2.7207163583393865,5.823,-778.4496857528444,427.2526382602792,6.336927762560327,1070.8767088849693,6.818488447244612,-1.862924155511048,-242.79217000000003,-52.27
231,Gryffindor,Micaela,Valdes,1998-03-19,Right,42933.0,399.1178458383049,-5.549933778261311,-3.9911784583830494,5.233,-395.5753502369412,606.656082071099,-3.2726176873087933,974.7555602147248,5.697827403852696,0.4786732767987737,-250.45348,154.55
1366,Hufflepuff,Rudolf,Crouch,2001-10-19,Right,61915.0,263.91366949861145,3.3195533257566057,-2.6391366949861146,6.057,-803.3674974658072,385.95776523937934,5.402882060812322,1081.1608598956109,5.770465478444878,1.5201408812879933,-243.50886,-66.11
429,Ravenclaw,Fawn,Mcneill,1997-06-12,Right,77550.0,-539.1979880438513,4.565073051968788,5.391979880438512,5.045,597.1994093956079,612.6266586543983,6.530961403141784,1043.2467711268405,6.013301788405324,0.2755943927718561,-231.49068,-57.28
163,Slytherin,Lucio,Negron,1999-01-08,Left,67129.0,-500.83168103074087,-5.6287442668394725,5.0083168103074085,-4.98,-145.46668812709308,437.7989845658098,5.022475789370106,1008.6744112401936,6.517021695696429,0.352831082075522,-250.63658,-69.99
1296,Ravenclaw,Saul,Thornton,1999-04-09,Left,44461.0,-634.5530558297852,4.406646398938522,6.3455305582978525,3.731,329.19735784359256,600.6131942533118,5.6272457809782335,1049.334591410357,8.649244939944197,-1.0166367405590877,-230.97694,1.05
266,Slytherin,Gena,Mcdaniels,1999-02-12,Left,20184.0,-619.1370880234127,-4.777998330560197,6.191370880234128,-2.977,-380.3497401750723,444.2831477855997,4.216109679064087,1055.8337006023594,11.226360520053287,-0.3239582043354639,-244.86731,-24.54
1005,Gryffindor,Eli,Walton,2001-05-16,Right,34335.0,356.3351046626931,-7.298950592397226,-3.5633510466269307,3.68,-469.8266364272361,590.5072282465999,-4.020953427074633,943.8832705202716,4.539026286482557,-0.59031970679994,-253.09802,184.24
873,Slytherin,Christine,Merrill,2001-07-26,Right,37018.0,-535.9308386870798,-1.496135545576263,5.359308386870798,-4.615,-505.8158964691272,417.633131109613,2.898819797292504,1044.273837731516,7.998128417963015,-1.1480837302751823,-247.104,0.36
692,Ravenclaw,Camilla,Baumann,1997-12-09,Left,53897.0,-506.41760887486487,4.62206114037121,5.064176088748648,5.01,546.7596296568089,612.881300443606,5.980218547012438,1057.4737360397953,8.331138679589362,,-230.48377,-24.59
1450,Ravenclaw,Jasmine,Tiller,1999-05-15,Right,76651.0,-725.0401162100386,6.358258480103906,7.250401162100386,3.452,628.5234391412355,572.5727892101846,6.3644096806220185,1037.0070957826304,3.5203415021488134,-1.1373335674390448,-230.69598,-60.09
1263,Slytherin,Troy,Burden,1999-02-24,Right,42853.0,-476.34033810220507,-3.1211499050517912,4.763403381022051,-6.835,-539.0390324709998,398.5420128277804,2.195020838940909,1066.9710027089427,9.584011382834026,-0.5132928663897611,-250.85195,-20.9
192,Ravenclaw,Charlotte,Evans,2000-11-29,Left,55527.0,-532.6318687848265,4.2747494903260375,5.326318687848263,5.723,,625.6888859862345,6.10262442630188,1063.194194636801,8.312158786557847,0.6620911064851472,-229.29056,-41.14
548,Hufflepuff,Germaine,Harrison,1997-01-01,Left,68226.0,348.6726877526558,7.596626536758369,-3.486726877526558,3.657,-510.41867209573127,430.6627700129887,4.381621411594351,1044.3840699298223,3.797777918521808,0.8560477528779044,-243.47409,11.06
63,Hufflepuff,Valentine,Benavidez,1996-12-13,Right,70512.0,191.66200704041304,4.712187320128479,-1.9166200704041303,5.615,-810.1462515885353,363.3569051959082,2.8353328888452225,1084.6650919261292,2.267171052630643,-0.5614439161201905,-244.06118,-57.35
772,Ravenclaw,Marlin,Quinonez,1997-01-07,Right,54690.0,-394.3481480153058,4.610215562713084,3.943481480153058,5.5920000000000005,407.5928852900418,621.9063999907468,3.760783762821453,1047.9512640142427,6.999994958222496,0.9717403469151132,-232.16235,16.28
966,Hufflepuff,Merle,Yoon,2001-03-27,Left,40439.0,436.36189639171374,5.719084545151873,-4.363618963917137,5.053,-301.50410409550625,378.10728396510086,5.178795742712839,1035.0568606109698,2.8515699770522818,1.0477836376746337,-242.8177,-3.93
1023,Gryffindor,Elnora,Wells,1999-08-04,Right,29122.0,743.6088561688605,-5.6839967826841065,-7.4360885616886065,4.415,-739.6706597521459,554.0521040806414,-4.027847131228279,938.3784860157504,4.327172942953466,0.1549088668935323,-255.70103,216.01
651,Slytherin,Lynwood,Labelle,2001-11-03,Right,42842.0,-536.5456380694878,-6.438031629241617,5.365456380694878,-6.269,-526.6593151792426,372.5610022681232,,1067.9309256260754,11.249734863875306,1.3933748555818155,-251.10348,-94.97
1312,Hufflepuff,Curtis,Nunez,1997-09-17,Left,19531.0,860.8581858275784,5.481710745693885,-8.608581858275784,5.329,-371.1708513963712,345.05035969230613,4.734478040721599,1039.40969178467,4.360911893648208,0.4363884612584624,-245.79261,30.0
858,Ravenclaw,Alpha,Pritchett,2000-01-02,Left,51404.0,-365.0931613543617,3.1834161952958184,3.6509316135436176,5.322,575.468295296194,626.4069194277315,4.067841772862693,1043.418927323323,7.460334245126286,-0.2574289613255901,-232.80917,7.65
816,Slytherin,Darrel,Matney,2000-06-10,Left,38924.0,-727.3040012501822,-4.840330810370071,7.27304001250182,-4.299,-646.0332001717524,345.5374460811572,5.968526654538867,,8.813384172467748,0.8172655391263257,-247.33566,-107.34
629,Hufflepuff,Migdalia,Allison,1997-02-28,Left,68124.0,650.4188538556086,1.3689507972695676,-6.504188538556086,7.256,-674.4606477794505,409.8748495167512,4.5572915218929175,,6.24009942362018,-0.4576328906107403,-247.06759,-58.44
218,Gryffindor,Jung,Layman,2001-04-20,Right,71739.0,559.1322739053422,-5.130720381382153,-5.591322739053424,3.42,-684.3185624466577,604.2878170704461,-6.146592154264291,930.8097863560076,1.2329291848727184,-0.486518640717574,-257.05137,205.67
1578,Gryffindor,Ivory,Boykin,1998-12-01,Right,62103.0,419.3601829550692,-6.2420922206932055,-4.193601829550692,3.989,-310.69571414256325,620.726432822721,-3.644745974851325,954.1444761487178,,0.395650511531609,-253.1816,150.95
286,Gryffindor,Kayla,Jameson,1997-05-29,Left,41034.0,651.4999608709228,-4.316909360524635,-6.514999608709228,5.471,-499.0272687677789,607.2816528962687,-5.288429257783419,942.1237204885288,3.14941134996067,0.0821345113089386,-253.00483,223.19
1288,Ravenclaw,Rex,Ault,2001-09-23,Right,48581.0,-564.9746891830837,5.687591590595952,5.649746891830838,4.305,416.2826166615274,560.6552084284401,3.944574607944,1045.354642118754,4.578843137842154,2.127195263979941,-231.56656,-0.04
1174,Ravenclaw,Candy,Gagne,1997-07-29,Right,45043.0,-490.9448550581882,3.1626550836216536,4.909448550581882,5.234,217.93862889333911,597.038068538461,3.869875517695589,1027.7944334791769,6.265067052169868,0.264215653970096,-233.09972,27.06
589,Ravenclaw,Mindy,Luster,2001-10-31,Right,36149.0,-561.8117951882483,5.216779936075136,5.618117951882484,3.806,724.4875914001436,578.9995433974888,5.628158780358448,1060.110619819071,7.733989766311735,-0.6426042917848138,-229.72515,-16.91
1074,Slytherin,Reuben,Qualls,2000-09-22,Left,65023.0,-407.1264155437864,-7.775641490685965,4.071264155437864,-7.0070000000000014,-391.9120499124018,381.953837298222,6.348792415187101,1047.1836898820634,10.288184361247469,-0.0799208887893874,-254.42867,-121.06
1315,Hufflepuff,Easter,Searcy,1999-11-21,Left,22478.0,686.3663232368143,4.136436183201751,-6.863663232368142,3.918,-359.3903459490467,384.457200777486,4.402631048777292,1039.5607604702896,6.071670950337262,2.445931565644272,-245.97086,37.5
383,Hufflepuff,Nelda,Day,1999-09-02,Left,44387.0,681.1822459682172,2.3041025245565963,-6.811822459682173,6.665,-331.6653566733807,395.01514000869753,7.640106522211242,1043.3629971726486,6.544869462218517,0.6801837663494985,-244.73266,-48.73
1273,Gryffindor,Tammy,Doyle,2001-01-24,Right,37740.0,756.953234982765,-4.591389814344467,-7.569532349827651,6.263,-129.72131028559323,592.0008399580345,-2.6688513929669626,966.2699764904988,4.9486003061717225,0.5114141425201535,-251.23498,158.75
700,Hufflepuff,Nicolas,Prescott,2000-10-27,Right,43551.0,717.5571810537433,5.872995558789501,-7.175571810537432,4.2780000000000005,-742.070921757844,410.1246185457955,1.843917962712524,1064.7513850189553,6.082783993195255,-0.6768495653742389,-247.09087,60.05
1532,Slytherin,Christal,Coy,1997-06-19,Right,62475.0,-468.86995375878575,-6.303611374554536,4.6886995375878575,-7.159,-402.28542799562126,385.92055257067256,4.902653191032521,1047.8942477713256,9.147159234169012,-1.4994447792525545,-253.45379,-93.67
628,Gryffindor,Shelia,Fitzgerald,1998-08-15,Left,67436.0,454.1422530134394,-6.122203361558436,-4.541422530134394,4.059,-329.494789844241,582.5148797995021,-4.592051232099559,942.025575596582,0.8808582504815612,1.3155615535483316,-254.76673,145.71
693,Slytherin,Doug,Verdin,1997-11-15,Left,63060.0,-491.4586530221478,-5.731569138460287,4.914586530221478,-4.648,-486.4449330827575,400.11402619644167,3.916937684494127,1056.5166086416357,8.236120159422589,-0.0989877505236694,-251.1952,-88.79
705,Hufflepuff,Tommy,Hendrickson,2000-11-13,Right,37022.0,616.9879337259185,7.469537151467064,-6.169879337259188,3.447,-304.539699954422,351.03124653586264,4.438295606099588,1034.1322845168124,2.3528756641481894,-0.5125828849071086,-244.95814,23.38
497,Gryffindor,Nathan,Matson,2000-08-23,Right,53608.0,634.0310860642328,-7.878590357704986,-6.340310860642327,0.429,-754.1351504976135,578.9511769193037,-4.990509977513769,915.1098510635668,4.004298174809904,-0.7889268657090129,-261.04892,220.3
1168,Gryffindor,Kim,Ochoa,1999-11-22,Right,37263.0,618.230567800921,-3.164578162625938,-6.18230567800921,6.975,-74.98609427152971,646.0958716114693,-4.69679755237508,967.2407959671395,4.485535488726494,-1.3557082931217512,-248.43655,201.89
490,Gryffindor,Winfred,Love,1997-03-15,Left,48179.0,417.7583135303708,-5.598796325331231,-4.177583135303708,4.132,-586.5082277606158,599.2148614291089,-4.863483993753416,956.9504710464732,4.055751835560193,2.378512002574188,-253.21898,186.97
1524,Hufflepuff,Alberto,Radford,2000-09-23,Left,45610.0,769.8166138044015,3.3208157453950062,-7.698166138044018,4.901,-470.41417706172,,2.60432654867806,1052.0807554673,5.8608563043139785,1.1195738096057848,-247.87531,32.1
706,Hufflepuff,Michael,Eller,1999-01-08,Left,67125.0,435.6598271952771,2.3125533337421373,-4.3565982719527705,6.117000000000001,-680.9574672114088,430.8679433911233,4.1821714606712765,1071.7757887146818,,0.4930572190108905,-245.46142000000003,-38.33
